21,-6,1-0,1rb1r3/pp3pQk/1np2P2/4p2p/1qP1P3/1P4pP/P5BN/3R3K b - - 3 32
20588,-4,1-0,5q1r/1pr2p2/p3pNkp/1b1pP3/3P1Q2/5R1P/PP3PP1/6K1 b - - 3 30
20837,-4,1-0,2QR4/5pk1/2p4p/1b3Kp1/4PpNb/5N1q/8/r7 b - - 3 39
20975,4,0-1,8/2R5/6pk/p7/3p3P/1P3pp1/P2R1P2/4r1K1 w - - 1 47
21005,-4,1-0,8/7P/2p1k3/4p3/4K1P1/2r2P2/8/8 b - - 4 59
21009,-4,1-0,2r1b1kR/2q2pr1/p3p3/3pP1b1/p4P2/1NNn4/1PP4Q/1K5R b - - 2 30
21089,-4,1-0,3k4/5r2/3p2PP/4p1p1/1p2P3/8/P1P1K3/8 b - - 0 56
21105,-4,1-0,2R4Q/4b3/p2ppp1k/7p/3rP3/1q1P4/1P5P/1K6 b - - 5 32
21106,-5,1-0,2kr1b2/Q2b1p2/p3q1r1/1p2p1Pp/7P/8/PPP1N1B1/1K1R4 w - - 2 26
21107,5,0-1,1r5k/8/pq1p3P/3P1P2/4Q3/2PB4/r7/KR5R w - - 0 36
21110,5,0-1,6k1/R4p2/6p1/3Pq3/1P2Pp2/5P2/2KQ3p/8 b - - 2 39
21164,-6,1-0,4rkR1/3P4/6pK/8/7p/8/8/5r2 b - - 1 63
21216,-4,1-0,5rk1/p3pr1p/1p1pB1pP/1P4P1/P1P1p3/1K2B1b1/8/5R2 b - - 2 31
21284,8,0-1,4R3/p4pk1/6pp/5b2/7P/1B6/PPpK4/7R b - - 0 32
21418,-5,1-0,r4r1k/1b3p1p/1pq2p2/p1bpPQ2/P2B4/2PB4/1P4PP/R6K b - - 3 20
21419,-5,1-0,1r2r3/1q1n1p1k/p1b1pp2/3pP3/1b1R4/2N1BBQ1/1PP3PP/7K b - - 1 24
21430,-5,1-0,7r/3n1n1k/pp1pN1Q1/3B2Pp/P7/8/1P1q3P/2r2R1K b - - 0 38
21501,-9,1-0,r1r3k1/5pR1/p2ppP1p/7q/7R/1Pp5/1PP2P1P/1K6 b - - 0 24
21518,-4,1-0,Q5k1/2r2rpp/p3Bb2/6P1/1P2p2P/2P3q1/1P6/1K3R2 b - - 1 32
21580,-4,1-0,Q6k/6pp/3b4/5nP1/5P2/3q4/1R3nK1/8 b - - 1 49
21589,-6,1-0,2r2rk1/5p1p/p2p1QpP/q2b2n1/Np2P3/1P5B/P1P5/1K5R b - - 1 29
21646,5,0-1,1r2r1k1/7p/p3P1p1/6P1/n2R3P/B4Q1R/P1P3B1/Kq6 w - - 1 33
21649,6,0-1,1krR4/1b6/5p2/1N2pN1p/4n3/4Q3/1PP3PP/q1K1R3 w - - 1 25
21660,5,0-1,4r1k1/1p3p2/3p1npq/3P4/p1PQ4/5Nn1/PP2R1BP/3R3K w - - 1 32
21755,10,0-1,7q/1b2b1k1/p3P1p1/4Npp1/2BQ1P2/1P4K1/P4R2/4R3 b - - 2 37
21908,-4,1-0,r1b2bk1/4q1p1/p1p1p1Q1/6p1/7P/6P1/P1P3B1/5R1K b - - 1 24
21912,-8,1-0,2r3r1/2q1p3/p2p4/1p1P2k1/3bB2Q/1PP3PP/P7/7K b - - 6 34
21917,-6,1-0,4Q1k1/5r2/p4P1p/6p1/8/6K1/7P/2q5 b - - 1 44
22121,-4,1-0,3R1k2/4rp2/p3pNpp/2r1P3/pP6/P7/7P/6K1 b - - 1 36
22205,-4,1-0,r4k1r/ppQ1R1qp/6p1/1b1p4/5P2/B7/6PP/1N5K b - - 0 21
22207,-4,1-0,2r1k3/np2R3/p2Bp3/1b1pP1r1/3P3P/8/8/5R1K b - - 1 34
22238,7,0-1,7N/6pp/8/p7/P4n2/2k5/3pQPK1/8 w - - 1 66
22290,-7,1-0,1r4kr/pp2RQp1/6pp/3P4/2q5/7P/PP3PP1/2b3K1 b - - 1 22
22292,-4,1-0,6k1/p1P2pp1/8/7p/3Pp3/2P2n2/P3r3/3R2K1 w - - 1 26
22377,-5,1-0,3r3r/2b4p/Q1q2p2/p2p4/3k4/P3B3/5PPP/2R3K1 b - - 3 32
22380,-5,1-0,4Bbnr/p1q3pp/3rp1k1/1Pp1Pp2/5B2/1PQ3P1/5P1P/R5K1 b - - 1 23
22393,-4,1-0,2R2r1k/5Q1p/r5pP/4P3/1q2nP2/pp2B1P1/1P4K1/8 b - - 4 45
22420,-7,1-0,R4bk1/1r3p2/8/3pPp2/2pP1P1B/2P4P/1P6/6qK w - - 0 46
22436,-4,1-0,2r1k3/p2b2Q1/2q1pB2/1p6/8/b1p3P1/5PP1/3R2K1 b - - 12 36
22488,15,0-1,3b2Q1/pk2n3/4p3/3pP3/1P1P4/4Bn1r/2N2PN1/3R1RK1 w - - 1 31
22493,4,0-1,6r1/k4p2/Pp2p3/1b1pP1N1/1b1P1n2/1N1R2p1/5r2/RQ3K2 w - - 0 33
22715,4,0-1,6r1/8/2P5/3p3Q/1P2k3/P6P/7K/5n2 w - - 3 46
22721,4,0-1,4r1rk/p6p/8/2R5/1Q6/5B1q/PP1p1P1P/3R1K2 w - - 5 32
22728,5,0-1,r5k1/p5pp/2p5/2n4q/2P1B3/PP2RpPb/1B3P2/R4QK1 b - - 0 31
22893,4,0-1,6k1/pp2rppp/8/3p4/3N4/2PQ3n/PP1N1PB1/3R1Kq1 w - - 3 25
22914,-4,1-0,3rn2R/1q1r1pk1/p1p1RnNB/1pP5/PP1P2P1/1B6/5PK1/8 b - - 2 50
22921,-5,1-0,r2rb1k1/pp5Q/4p3/5pN1/8/2PB4/PP3qPb/3R3K b - - 1 22
22935,-4,1-0,3rn3/4q3/1Q1k2p1/2n4p/3P4/5B1P/PP3PPK/8 b - - 5 45
22944,-4,1-0,1k1r3r/2q5/2B2p1p/1Q2n1p1/1p1p4/6B1/5PPP/5RK1 b - - 1 26
23013,-4,1-0,4kq2/1p1Q4/p3p1p1/7p/3R1P2/P1r5/1n4PP/6K1 b - - 1 46
23167,-5,1-0,6kR/1p4p1/5rp1/p3p3/2bp4/PP5Q/2P2q1P/1K6 b - - 1 35
23199,5,0-1,r4rk1/pp4p1/4p1np/2ppP3/Q5PP/5NB1/PnPR1PB1/q1NK3R w - - 4 25
23207,-9,1-0,5rkR/1p2q1p1/p1b1p1P1/3pr3/5P2/P1N5/1PP5/2K4R b - - 1 25
23242,-4,1-0,r4kr1/pp2np1p/1P2PQ2/1B6/8/B3R2b/3K1PPP/7q b - - 6 24
23306,6,0-1,5rk1/pp1b1ppp/1Q2p3/3pP3/4r3/5NP1/PPP1nP1P/1R3RK1 w - - 1 19
23372,9,0-1,1k2r3/p4p2/Qp1P4/3b1p2/3p1PnP/P4KP1/2P5/1R4R1 w - - 1 33
23397,4,0-1,1r6/8/p1qk4/P2p1p2/1P1PnP2/R1pQ1RPp/2P4P/6K1 b - - 3 38
23453,-9,1-0,r1n4r/5pRk/3p1P1p/1ppPp2q/P3p2B/1P6/2P3PP/R6K b - - 1 38
23462,-8,1-0,3Q1k2/2p3b1/2p3Bp/8/p2p4/P7/KP2q3/5r2 b - - 1 50
23600,5,0-1,8/R7/4KP2/8/8/1pk5/R7/5r2 b - - 0 57
23651,-4,1-0,1rbqr1k1/5p2/1p1p3b/pN1Ppp1Q/P1P5/7P/1P6/2R1R1K1 w - - 0 29
23675,-10,1-0,r7/1b1qkr2/6np/p1B1p1p1/P7/1P6/2P2PPP/3RR1K1 b - - 0 31
23699,-7,1-0,r4bk1/5pp1/p2p2P1/q1p1rP2/3n3Q/2pB1P2/PPP4P/1K1R4 b - - 0 23
23748,8,0-1,5bk1/5pp1/5n2/4pP1p/1pp1P3/1P3Q1P/5BPK/5N2 b - - 0 34
23927,8,0-1,r4rk1/pppQ1pp1/5n1p/2b1p3/1n2P2N/2Pb2PP/P2N1PB1/R1B1K2R b KQ - 0 15
23995,-5,1-0,r1b4r/pp1B2pp/k3R3/2qp4/2P3n1/8/PQ3PPP/2B3K1 b - - 10 24
24076,-4,1-0,2k5/7p/Qn1R4/3pPqp1/8/K5P1/7r/8 b - - 2 37
24150,-4,1-0,r1bk1r2/1p1nnppp/3Q4/p1N3q1/8/8/PPP3BP/1K1RR3 b - - 1 19
24156,-9,1-0,8/5Q2/2p4p/rp1p1pk1/2b4P/6P1/2P2qPK/8 b - - 0 47
24356,4,0-1,7r/p6B/4pp1R/3k1PP1/3bN3/1P5P/P1p1K3/8 w - - 1 40
24605,-4,1-0,8/2pr1pk1/p4npp/2p5/P2p3q/2P2QbP/1P1B1PP1/4R1K1 w - - 0 30
24709,-4,1-0,R6r/1p2kqpp/1P2np2/1ppRpN2/4P3/2P5/1P3PPP/6K1 b - - 2 23
24797,4,0-1,r4r1k/p5pp/8/3Q1b1q/3P4/2N2p2/PPP2P1K/R1B1R3 w - - 1 24
24914,-4,1-0,r1b2R2/pp1p1k1r/2pQ1q1p/6p1/8/8/PP3PPP/4R1K1 b - - 7 23
24926,6,0-1,7r/p1p2k2/2Q3p1/5b2/8/1PPp3q/P2P1P1K/R1B2R2 w - - 0 25
25381,-5,1-0,3q1r2/4P2k/p4p2/2pp1RP1/1p6/1PbB2BP/P5PK/8 b - - 0 36
25441,6,0-1,5k2/1p6/5P1p/2q2Pp1/1pP2n2/1Q1R3P/P6r/B3R2K w - - 2 40
25508,4,0-1,7r/2p2pk1/3p1q2/p2Pb1p1/R3P1P1/2PB1p1Q/1P4K1/R7 w - - 0 37
25513,6,0-1,2R5/5pk1/p5p1/1p2p1b1/2p1P1b1/2P2QP1/PPB2PKr/R6r w - - 1 36
25525,4,0-1,8/2p5/1kPp4/3P2p1/2P1K3/7P/p3N1P1/8 w - - 0 59
25537,4,0-1,r4r1k/6bp/p1b4q/1pQ1Np2/8/2PP2P1/PP4N1/2RB2RK w - - 1 29
25976,4,0-1,7k/6pp/p3P1p1/2b5/P5P1/3q3P/QB1p1K2/3R4 w - - 1 34
26181,7,0-1,1r4k1/p4pp1/4b2p/7Q/q1BP1b2/P4P2/1KP2BPP/3R3R w - - 1 26
26709,-5,1-0,5r1k/4bP1p/p7/3P2p1/4q3/2B2p2/PP5P/5BRK b - - 0 49
26759,5,0-1,Q1b2rk1/5p2/p6p/2npP1q1/Pp5p/3BP2P/1P4P1/RN3RK1 w - - 1 21
27015,-5,1-0,5r2/p4pkp/1p2n2b/3P4/5pPK/PP5p/8/2B4R b - - 0 42
27025,-6,1-0,2r1nr1k/p5Pp/1pn5/3N4/4qP1N/6P1/PP5P/3RR1K1 b - - 0 28
27070,4,0-1,8/8/8/2Q2p2/4R3/8/6qK/5k2 w - - 0 68
27091,6,0-1,r7/1b3kb1/p6p/8/1p1Qp3/1P4N1/5PPP/5RK1 b - - 0 26
27473,4,0-1,8/6pk/2QB4/p1p2p2/P1P1rPq1/1P1R2Pp/7P/5K2 w - - 1 42
27647,4,0-1,5B2/6p1/8/p6P/P1p5/3kP1P1/1P3p2/3K4 w - - 0 43
27799,-4,1-0,2r4k/6Q1/p2p1P2/1p1Pp3/8/4P3/PP1K4/7q b - - 1 35
28037,-5,1-0,1q2b2Q/1p1n4/p3p1p1/P6p/1P2PPk1/6P1/6KP/8 b - - 2 43
28055,-5,1-0,r2rk2Q/p2b4/1p4Rp/3p4/1P2P3/P7/3KBP2/7q b - - 1 30
28246,6,0-1,3r1rk1/pp4pp/2n5/2n1PPbP/2N1Q3/1KB5/6P1/3R3R w - - 1 29
28433,-5,1-0,7k/1P1N1pq1/p7/3p2P1/2nN4/4PbPB/7K/8 b - - 0 44
28484,5,0-1,5n2/4b1p1/q4k2/3p1BN1/1p1P3P/1p2P3/r4P2/1KQR3R w - - 6 42
29056,7,0-1,2k5/p4N2/4p2p/2b5/2R2nBq/8/PP2nP2/3Q1RK1 w - - 3 26
29110,-4,1-0,3r2k1/3r4/2pP1Q2/1pPp3R/1ppP4/q6P/5PP1/6K1 b - - 0 45
29186,5,0-1,Q5r1/p2k1p2/2pb4/4p3/2pP4/3bPq2/PP1B1P2/R2NK2R w - - 1 23
29211,9,0-1,1r4rk/2b5/B1p1p2p/p1Pp1p2/Pp1PnP1P/1P6/2QBb1KP/R1N4R w - - 1 30
29303,4,0-1,8/pp3p1k/7p/6p1/2P1b1r1/PP6/1B3P1P/4Q1K1 w - - 1 37
29569,-4,1-0,1r6/2P2k2/7p/1P1p2p1/3N4/n5P1/7P/7K b - - 0 39
29819,6,0-1,6k1/5pb1/6p1/p3P1B1/2Q2PPP/8/1r2R3/1R1K1q2 w - - 1 39
30004,6,0-1,8/5pk1/2R3p1/4p1Kp/p3P1QP/5P1n/P4Pr1/8 w - - 3 39
30193,-6,1-0,rnb1k2r/1pp1ppbp/6p1/pN1q4/3P1B2/5N2/PP2PPPP/R3KB1R w KQkq - 0 9
30312,-4,1-0,r1b5/4qpkp/3B2p1/p7/3Pn3/5R2/B4PPP/5RK1 w - - 0 25
30463,-4,1-0,1r6/p2pk2P/3q4/1pp3Q1/n2nB3/8/P6P/5RK1 b - - 3 30
30644,9,0-1,6k1/p4ppp/b5Q1/8/4N2P/Pp2P1P1/1Pp2P2/2Rr2K1 w - - 1 27
30650,7,0-1,Q7/6pk/5p1p/4p3/4qPQ1/8/3p1P1P/R3rK2 w - - 1 36
30712,-5,1-0,b2r4/2pB2k1/5n2/p5Q1/p2B4/1q4P1/1P5P/6K1 b - - 0 37
30874,-4,1-0,3Rr1k1/p1P5/4p1p1/8/4r2P/P4p2/1P3P1K/8 b - - 1 39
31049,8,0-1,4R3/5pkp/4b1p1/4P3/4P3/1p3PP1/2p4P/1B1N2K1 w - - 0 35
31054,4,0-1,b7/4k1p1/4Bp1p/8/1p1P1N2/pP2P1P1/5P1P/1Nn3K1 w - - 1 32
31234,-8,1-0,rn4kr/p2p3p/1pbq2pB/2p2pQN/2B5/4P3/PP3PPP/6K1 b - - 1 25
31351,-5,1-0,8/4P3/5kp1/p1p2p2/Pp4p1/1P3qP1/7P/4R1K1 b - - 0 43
31545,4,0-1,8/8/p4k2/2N2p1p/6pK/3Rp1P1/7r/5R2 w - - 2 49
31598,4,0-1,2rr2k1/1b6/1p4p1/pB1pB1p1/3N1PPp/PP6/1Q3K1q/2RR4 w - - 1 40
31615,4,0-1,r1q3k1/5pp1/3P3p/1b1P4/5P2/6PP/2p2QB1/B3R1K1 b - - 0 39
31680,-4,1-0,4rR1k/2q1P1rp/8/4Q3/p7/7P/6PK/8 b - - 5 41
31764,8,0-1,4r1k1/p1B3p1/1p1P4/2p4p/2P5/6P1/P3PK2/2RR4 b - - 0 36
31771,5,0-1,1k6/3b4/1p6/2pP4/p1n2p2/K4P2/PQ6/1N6 w - - 1 41
31915,7,0-1,6k1/p2p2pp/1pP1p2r/2p5/1PP1p1q1/P3P2P/1BQ2P1K/R4R2 w - - 3 21
31940,4,0-1,5rk1/R5p1/1B1p3p/1p1Pp2q/1P6/3B1nPb/Q4PK1/2R5 w - - 3 41
32217,-5,1-0,1qr1r3/1p3Npk/pn2p3/3nP1b1/4Q3/P7/1P4PP/3R1R1K b - - 1 28
32271,4,0-1,6k1/5p2/2p2np1/B1Pp2n1/1Q3PP1/P6p/3Nq2K/5R2 w - - 1 37
32430,-4,1-0,4b1k1/r1r5/pq2pQp1/6Np/P2P3P/4P3/6P1/5RK1 w - - 0 35
32539,-4,1-0,4r1k1/r2b1Qb1/2p1p3/ppqpP1B1/2P5/PP4PP/6BK/5R2 b - - 5 30
32609,6,0-1,2B3k1/4Qp1p/6p1/8/8/3b2PP/PP3q2/R2K1N1n b - - 4 35
32675,-4,1-0,2q3k1/1BP2p2/4p1p1/p7/1p6/8/2R2P2/6K1 b - - 1 44
32806,-5,1-0,5rk1/2p2p1p/b2p2pN/8/2PQ1P2/1P3qP1/P7/6K1 b - - 1 23
33052,-5,1-0,r3n2k/1p4r1/3pB2R/pPpPpR2/P1N1P1q1/6P1/1P5K/8 b - - 0 34
33096,-4,1-0,1nb3k1/4R1bQ/2pNn2p/qp6/8/3B1r1P/PP3PP1/6K1 b - - 3 25
33137,-8,1-0,1n3b2/1bq3k1/4BppQ/1p1p4/2P5/8/1P4PP/r1B3K1 b - - 3 28
33144,-5,1-0,r1r4k/qb4b1/p2p2Qp/Bp1P2p1/4B3/8/PP4PP/5R1K b - - 2 27
33204,4,0-1,2r5/p4p1k/3p1bpp/3P4/6P1/3p1P2/PPpNR2P/1K1R4 w - - 0 29
33237,-7,1-0,4r3/p6k/2qpP3/1pp4R/5P2/2b5/P5RP/7K b - - 1 36
33345,-4,1-0,1r4kb/r7/p2pBn1p/2pPp3/2P1R2q/P5BP/5PPK/3Q4 b - - 1 29
33496,5,0-1,r2B1bk1/1p5p/2p2p2/p1n5/1n2P1BP/P1Nb4/KP4PN/3R3R w - - 1 26
33503,4,0-1,8/6k1/Q2p4/2pPp2p/2P1P1p1/2N1bq2/PR6/6K1 w - - 5 41
33604,4,0-1,5rk1/2p4p/2Np2p1/P1pPp2q/2P5/3Q1b2/1P4KP/R3R3 w - - 1 34
33656,-4,1-0,2n2r1k/1pq3b1/r2pP3/4p1pQ/1B6/1B4P1/P4P1P/3R2K1 b - - 1 30
33811,13,0-1,5rk1/1b4bp/1pn5/p1p1P3/2N1PKp1/PP1P3r/1B1NBP2/1Q2R1R1 w - - 1 27
33828,-4,1-0,r2b1rk1/3q4/1pp3Q1/3pBp2/3PpNnP/8/PP2PP2/2K3R1 b - - 4 29
33862,-5,1-0,5b2/r3r2k/2p1pNqp/1p1pPp2/pP1P4/2P1Q2P/P3P2K/6R1 b - - 1 32
34116,-4,1-0,6r1/2qb1Qbk/p2p4/1p2p1R1/1PPpP3/P2P4/6PP/5K2 b - - 0 34
34456,4,0-1,6k1/p4ppp/1B6/Q2P4/5N1q/P6b/1P4rn/R2RK3 w - - 2 27
34472,-4,1-0,r1bq3k/ppp3Q1/4p2r/3p1p2/3P3p/2P1P3/PP3P2/R3K1R1 b Q - 5 28
34492,-7,1-0,1r2r3/1q1n4/3p1pp1/1p1Ppk2/7Q/1P3PP1/P5KP/2R5 b - - 0 29
34572,5,0-1,r7/p7/1p1pp2k/8/1PPp1b1K/P2P1q2/2Q2P2/1R1N2R1 w - - 1 35
34574,4,0-1,6k1/pp3pb1/2p5/2P3p1/3N2n1/1P2PpP1/PBQ5/3RK1q1 w - - 1 35
34655,5,0-1,4r3/p3Rk1p/1p3pp1/3Rp3/P1P4P/1P6/4PP2/6K1 b - - 0 39
34761,4,0-1,7k/7r/1p3p2/pP2p2P/P1Ppn1N1/5q2/1QR5/3R3K w - - 1 46
35149,6,0-1,5rk1/p4ppp/8/4R3/6Q1/5bP1/R3PP1P/3r2K1 w - - 1 32
35150,-4,1-0,3r2k1/pR2q3/P1Q1p1pp/8/8/3r2P1/4PPKP/8 w - - 0 32
35246,-5,1-0,6k1/3nQ3/1p2p1pB/4p3/4P2P/2qP2PK/r7/8 b - - 1 43
35274,-8,1-0,8/8/5p2/5pkQ/2P2pPp/5P1P/5PK1/3qq3 b - - 1 48
35393,4,0-1,1B2r2k/p5bp/1p4p1/2pq1pP1/8/1N1P3R/PP2n2P/R2Q3K w - - 0 22
35453,-5,1-0,1r2r1k1/p2np1bR/3p2Q1/2p2PB1/1p6/1P1P2P1/q1P1bPK1/4R3 b - - 1 27
35462,5,0-1,3r3k/4b1p1/b3B2p/p3P3/1p3P2/P4Q2/1P5R/R2NK1q1 w Q - 1 29
35512,-4,1-0,rr6/4k1Q1/6P1/2pp4/8/1P4PB/P3qP2/6K1 b - - 0 30
35548,-6,1-0,r2r2k1/3q1p2/1pn1pP2/p1p1P1Q1/P3PP2/2P5/5P2/R5K1 b - - 3 32
35786,-4,1-0,4qnk1/7p/3p1bp1/p5Pb/p1BPPQ2/1P2B3/8/4K3 b - - 1 41
36257,-5,1-0,2r1k1r1/1N1P1p1b/pN2p2p/Pn2P3/5p2/8/1P3K1P/4R3 b - - 0 32
36735,-5,1-0,r1r5/7p/p5p1/2p3Pk/5P2/5b1Q/P6K/8 b - - 4 34
37142,-5,1-0,3Q1k2/p1r3q1/4P3/2p2rp1/P2p4/8/1B3pK1/7R b - - 1 43
37349,-4,1-0,rnbq1r1k/2p5/p3p1Q1/3nP3/PppP2R1/B5P1/P4P1P/R5K1 b - - 3 20
37399,-4,1-0,4b1k1/3r2bq/2p1pP1p/1pPp1p1P/pP1P1B2/P4B2/4P1RK/6R1 b - - 0 34
37566,4,0-1,4r1k1/Qp3ppp/2p3r1/7q/4nP2/B7/PP2PPKP/2RR2N1 w - - 1 21
37653,4,0-1,4rk2/p2R1Bpp/8/8/Q4P2/5qP1/1P5P/5K2 w - - 1 29
37848,-5,1-0,2r3k1/2P1R3/3r2p1/1P4Kp/4p3/2Qp1pP1/5P1P/5q2 b - - 1 39
37865,-4,1-0,2r2k1Q/6n1/7p/1pp5/4PP2/7K/2q5/6R1 b - - 1 40
37871,9,0-1,6k1/p5r1/2p4p/2R5/8/P2P3r/2Q2P2/2R4K w - - 0 41
38220,-7,1-0,r2q3r/pb2pkB1/1p1p1pQ1/5P2/1PP1P3/P2P1n2/2p2K1P/2R5 b - - 2 27
38257,-9,1-0,1r4k1/5qr1/5R2/1p3pp1/2pP4/4P2P/1n3PB1/5RK1 w - - 0 37
38523,6,0-1,2r1B3/5R2/5bpk/3P1p2/P6p/2qP1Q1P/4p1P1/6RK b - - 0 54
38563,-5,1-0,r4k1r/pp2b3/4PpQ1/q2p4/2B3p1/8/PB3p1P/1R3K2 b - - 0 27
38578,-4,1-0,Qnk1r1b1/2N4p/p1P5/PqpP2B1/1p2p1n1/6P1/1b2PP1P/3R2K1 b - - 0 29
38608,-5,1-0,r2q3k/pp3P1n/7Q/8/3pB2P/2P3P1/P4P2/3b2K1 b - - 4 31
38692,6,0-1,6k1/1p3pp1/2p3rp/3p4/3P4/2R1P2Q/7N/2B3rK w - - 1 42
38814,-4,1-0,r2n1k1r/pp1Qnpbp/2p3q1/1P6/2P5/B5P1/P3PP1P/R3K2R w KQ - 2 18
38911,-4,1-0,3r2k1/3nQ1p1/2p2p1p/p3pP1N/2p1q1P1/2P4P/P4B2/6K1 b - - 1 34
38920,4,0-1,2k5/ppp5/4R3/8/1P1QP3/P3K1p1/4qr2/R7 w - - 8 37
39136,6,0-1,3r4/pbpQ4/1P4kp/n7/8/2R1p3/P4PrP/2B2RK1 w - - 0 31
39138,5,0-1,5r1k/p6p/1p3ppb/2Q1Pb2/8/P1N3P1/1P1R1B1P/q1KR4 w - - 1 33
39166,5,0-1,5r1k/2p1b3/3p2R1/4p2p/BPPPr2P/P7/1B1P4/3RK3 w - - 1 29
39232,5,0-1,7k/1Bp4b/pb5p/8/4PpP1/6q1/3Q4/1R3R1K b - - 4 59
39239,-4,1-0,8/8/1r4pk/8/1p3Q1p/2r2p1K/5P2/8 b - - 5 71
39471,8,0-1,8/6pk/p3p3/2p5/2PQ2P1/PP5p/8/6K1 b - - 0 44
39677,7,0-1,8/5pk1/pp6/4p3/1PP3n1/PN6/4Bq2/2R2K1Q w - - 1 48
39863,4,0-1,4k3/4p1Bp/1p1p1p1P/2P5/2Pn2q1/r5P1/1R1Q2K1/1R6 w k - 4 29
40230,-4,1-0,1k3R1q/p3P2p/npp3p1/3rP1b1/3P4/4P3/PP1B2PP/2R3K1 b - - 1 22
40271,5,0-1,5rk1/pp3ppp/8/3Qn3/7q/1NP1Pp2/PP3PPK/3R2R1 w - - 5 30
40320,5,0-1,8/p2Rp1k1/6pN/8/P1p3PR/2P2P2/1P2n3/4qBK1 w - - 3 34
40324,4,0-1,6rk/2p1Rq2/1p1p4/p4p2/2P2P2/1P5K/P4Q2/2R5 w - - 1 35
40592,-4,1-0,r4rnk/1p1Q3p/pq1p1P2/2pP2B1/4NP2/P7/1P5P/3R2bK b - - 1 27
40823,-5,1-0,3r2r1/6b1/2ppP2p/4p2k/4q3/4P2B/PP2Q3/2K3R1 b - - 7 29
41105,-4,1-0,5rkQ/r5p1/1pp1qn2/5pN1/P2P4/7R/1P3P1P/6K1 b - - 1 27
41126,-5,1-0,rnb1nBr1/1p5k/p2p3Q/2pN1p1B/P1P5/7R/1P3qPP/7K b - - 5 29
41378,-6,1-0,7R/5P1k/8/p4K2/6N1/8/6r1/2q5 b - - 1 57
